node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
G3NRK0	G3P5V0	69293.ENSGACP00000007967	69293.ENSGACP00000012973	0.201	0	0	0	0.962	0.892	0.621	0.541	0.999
G3NRK0	G3NU97	69293.ENSGACP00000007967	69293.ENSGACP00000008915	0.186	0	0	0	0.962	0.892	0.621	0.539	0.999
G3NRK0	G3Q972	69293.ENSGACP00000007967	69293.ENSGACP00000026436	0.148	0	0	0	0.962	0.892	0.621	0.540	0.999
G3NRK0	G3PT54	69293.ENSGACP00000007967	69293.ENSGACP00000020790	0	0	0	0	0.992	0.891	0.621	0.176	0.999
G3NRK0	G3Q659	69293.ENSGACP00000007967	69293.ENSGACP00000025366	0.199	0	0	0	0.962	0.892	0.621	0.416	0.999
G3NRK0	G3PP08	69293.ENSGACP00000007967	69293.ENSGACP00000019341	0	0	0	0	0.989	0.892	0.621	0.186	0.999
G3NS10	G3NYX9	69293.ENSGACP00000008127	69293.ENSGACP00000010550	0	0	0	0	0.051	0.335	0.045	0.148	0.417
G3NS10	G3PYA1	69293.ENSGACP00000008127	69293.ENSGACP00000022591	0	0	0	0	0.060	0.334	0.123	0.110	0.445
G3NS10	G3Q289	69293.ENSGACP00000008127	69293.ENSGACP00000023988	0	0	0	0	0.054	0.337	0.126	0.129	0.458
G3NS10	G3PP78	69293.ENSGACP00000008127	69293.ENSGACP00000019411	0	0	0	0	0.054	0.265	0.205	0.175	0.482
G3NSA9	G3PVK4	69293.ENSGACP00000008226	69293.ENSGACP00000021643	0	0	0	0	0.045	0	0.425	0	0.427
G3NSA9	G3Q3X8	69293.ENSGACP00000008226	69293.ENSGACP00000024582	0	0	0	0	0.045	0	0.481	0	0.483
G3NSA9	G3NXX5	69293.ENSGACP00000008226	69293.ENSGACP00000010195	0	0	0	0	0.054	0.406	0.365	0.077	0.626
G3NT23	G3Q393	69293.ENSGACP00000008491	69293.ENSGACP00000024345	0	0	0	0	0	0	0	0.553	0.553
G3NT23	G3Q4Z0	69293.ENSGACP00000008491	69293.ENSGACP00000024944	0	0	0	0.920	0.211	0.408	0.204	0.129	0.598
G3NT23	G3P920	69293.ENSGACP00000008491	69293.ENSGACP00000014094	0	0	0	0	0.051	0.161	0.621	0.223	0.734
G3NTD6	G3PHA5	69293.ENSGACP00000008604	69293.ENSGACP00000016980	0	0	0	0	0.313	0	0	0.269	0.476
G3NTD6	G3PJV6	69293.ENSGACP00000008604	69293.ENSGACP00000017886	0	0	0	0	0.054	0.412	0	0.152	0.487
G3NTD6	G3Q972	69293.ENSGACP00000008604	69293.ENSGACP00000026436	0.084	0	0	0	0.333	0	0	0.240	0.495
G3NTD6	G3PDV0	69293.ENSGACP00000008604	69293.ENSGACP00000015774	0.110	0	0	0	0.325	0	0	0.231	0.497
G3NTD6	G3PPN8	69293.ENSGACP00000008604	69293.ENSGACP00000019573	0.082	0	0	0	0.307	0	0	0.284	0.504
G3NTD6	G3NW14	69293.ENSGACP00000008604	69293.ENSGACP00000009533	0	0	0	0	0.490	0	0	0.149	0.547
G3NTD6	G3Q659	69293.ENSGACP00000008604	69293.ENSGACP00000025366	0.167	0	0	0	0.389	0.081	0	0.211	0.581
G3NTD6	G3P6S6	69293.ENSGACP00000008604	69293.ENSGACP00000013300	0	0	0	0	0.094	0.329	0	0.389	0.596
G3NTD6	G3P5V0	69293.ENSGACP00000008604	69293.ENSGACP00000012973	0.194	0	0	0	0.475	0	0	0.200	0.631
G3NTD6	G3PM61	69293.ENSGACP00000008604	69293.ENSGACP00000018692	0	0	0	0	0.594	0	0	0.452	0.768
G3NTD6	G3PKP7	69293.ENSGACP00000008604	69293.ENSGACP00000018177	0	0	0	0	0.555	0	0	0.536	0.784
G3NTD6	G3QBU5	69293.ENSGACP00000008604	69293.ENSGACP00000027361	0	0	0	0	0.591	0.109	0.309	0.271	0.791
G3NTD6	G3PQL2	69293.ENSGACP00000008604	69293.ENSGACP00000019897	0	0	0	0	0.134	0.726	0.520	0.427	0.926
G3NTD6	G3NYB9	69293.ENSGACP00000008604	69293.ENSGACP00000010339	0	0	0	0	0.691	0.726	0.518	0.263	0.965
G3NTD6	G3PLE8	69293.ENSGACP00000008604	69293.ENSGACP00000018429	0.085	0	0.447	0.589	0.816	0.836	0.515	0.697	0.990
G3NTD6	G3NXQ8	69293.ENSGACP00000008604	69293.ENSGACP00000010128	0	0	0	0	0.770	0.844	0.520	0.571	0.991
G3NU97	G3QBU5	69293.ENSGACP00000008915	69293.ENSGACP00000027361	0	0	0	0	0.182	0	0	0.314	0.414
G3NU97	G3QCC3	69293.ENSGACP00000008915	69293.ENSGACP00000027539	0	0	0	0	0.054	0.315	0.175	0	0.418
G3NU97	G3P3G8	69293.ENSGACP00000008915	69293.ENSGACP00000012141	0	0	0	0	0.492	0	0	0.124	0.535
G3NU97	G3PP78	69293.ENSGACP00000008915	69293.ENSGACP00000019411	0	0	0	0	0.823	0	0	0.124	0.838
G3NU97	G3NXT2	69293.ENSGACP00000008915	69293.ENSGACP00000010152	0	0	0	0	0.183	0.732	0.621	0	0.909
G3NU97	G3PHA5	69293.ENSGACP00000008915	69293.ENSGACP00000016980	0	0	0.246	0	0.758	0.726	0.366	0.474	0.980
G3NU97	G3PDW9	69293.ENSGACP00000008915	69293.ENSGACP00000015793	0	0	0	0	0.770	0.870	0.423	0.539	0.990
G3NU97	G3PJ10	69293.ENSGACP00000008915	69293.ENSGACP00000017589	0	0	0	0	0.728	0.870	0.480	0.642	0.992
G3NU97	G3PY18	69293.ENSGACP00000008915	69293.ENSGACP00000022507	0	0	0	0	0.770	0.870	0.504	0.591	0.993
G3NU97	G3PDV0	69293.ENSGACP00000008915	69293.ENSGACP00000015774	0	0	0.211	0	0.962	0.892	0.621	0.746	0.999
G3NU97	G3P5V0	69293.ENSGACP00000008915	69293.ENSGACP00000012973	0.044	0	0	0	0.992	0.892	0.621	0.760	0.999
G3NU97	G3Q972	69293.ENSGACP00000008915	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.643	0.999
G3NU97	G3PT54	69293.ENSGACP00000008915	69293.ENSGACP00000020790	0	0	0	0	0.990	0.892	0.621	0.096	0.999
G3NU97	G3Q659	69293.ENSGACP00000008915	69293.ENSGACP00000025366	0	0	0	0	0.992	0.892	0.621	0.534	0.999
G3NU97	G3PQX4	69293.ENSGACP00000008915	69293.ENSGACP00000020009	0	0	0	0	0.991	0.892	0.587	0.283	0.999
G3NU97	G3PP08	69293.ENSGACP00000008915	69293.ENSGACP00000019341	0	0	0	0	0.992	0.892	0.543	0.694	0.999
G3NUA6	G3PIX9	69293.ENSGACP00000008924	69293.ENSGACP00000017558	0	0	0	0.977	0.050	0.726	0.621	0.911	0.894
G3NW14	G3PQL2	69293.ENSGACP00000009533	69293.ENSGACP00000019897	0	0	0	0	0	0	0	0.413	0.412
G3NW14	G3PPP6	69293.ENSGACP00000009533	69293.ENSGACP00000019581	0.043	0	0	0	0.097	0.081	0	0.382	0.443
G3NW14	G3PLE8	69293.ENSGACP00000009533	69293.ENSGACP00000018429	0	0	0	0	0.371	0	0	0.208	0.480
G3NW14	G3P9S4	69293.ENSGACP00000009533	69293.ENSGACP00000014348	0	0	0	0	0.083	0	0	0.527	0.547
G3NXQ8	G3QBU5	69293.ENSGACP00000010128	69293.ENSGACP00000027361	0	0	0	0	0.298	0.108	0	0.167	0.432
G3NXQ8	G3P9S4	69293.ENSGACP00000010128	69293.ENSGACP00000014348	0	0	0	0	0.565	0	0	0	0.565
G3NXQ8	G3PM61	69293.ENSGACP00000010128	69293.ENSGACP00000018692	0	0	0	0	0.778	0	0	0.175	0.809
G3NXQ8	G3PPN8	69293.ENSGACP00000010128	69293.ENSGACP00000019573	0	0	0	0	0.691	0.371	0	0.386	0.870
G3NXQ8	G3PKP7	69293.ENSGACP00000010128	69293.ENSGACP00000018177	0	0	0	0	0.822	0.142	0	0.273	0.879
G3NXQ8	G3PQL2	69293.ENSGACP00000010128	69293.ENSGACP00000019897	0	0	0	0	0.866	0.892	0.622	0.649	0.997
G3NXQ8	G3NYB9	69293.ENSGACP00000010128	69293.ENSGACP00000010339	0	0	0	0	0.989	0.892	0.621	0.531	0.999
G3NXQ8	G3PLE8	69293.ENSGACP00000010128	69293.ENSGACP00000018429	0	0	0	0	0.923	0.892	0.621	0.728	0.999
G3NXT2	G3PJ10	69293.ENSGACP00000010152	69293.ENSGACP00000017589	0	0	0	0	0.147	0	0.505	0	0.559
G3NXT2	G3PQX4	69293.ENSGACP00000010152	69293.ENSGACP00000020009	0	0	0	0	0.181	0	0.621	0	0.676
G3NXT2	G3PP08	69293.ENSGACP00000010152	69293.ENSGACP00000019341	0	0	0	0	0.297	0	0.621	0	0.722
G3NXT2	G3PHA5	69293.ENSGACP00000010152	69293.ENSGACP00000016980	0	0	0	0	0.567	0	0	0.397	0.727
G3NXT2	G3PT54	69293.ENSGACP00000010152	69293.ENSGACP00000020790	0	0	0	0	0.562	0	0.621	0.096	0.836
G3NXT2	G3PY18	69293.ENSGACP00000010152	69293.ENSGACP00000022507	0	0	0	0	0.124	0.704	0.437	0	0.841
G3NXT2	G3PDW9	69293.ENSGACP00000010152	69293.ENSGACP00000015793	0	0	0	0	0.176	0.691	0.505	0.188	0.883
G3NXT2	G3PDV0	69293.ENSGACP00000010152	69293.ENSGACP00000015774	0	0	0	0	0.182	0.666	0.621	0.146	0.899
G3NXT2	G3Q972	69293.ENSGACP00000010152	69293.ENSGACP00000026436	0	0	0	0	0.211	0.726	0.621	0.063	0.912
G3NXT2	G3Q659	69293.ENSGACP00000010152	69293.ENSGACP00000025366	0	0	0	0	0.219	0.726	0.621	0.232	0.929
G3NXT2	G3P5V0	69293.ENSGACP00000010152	69293.ENSGACP00000012973	0	0	0	0	0.472	0.726	0.621	0	0.940
G3NXX5	G3PHA5	69293.ENSGACP00000010195	69293.ENSGACP00000016980	0	0	0	0	0.163	0.112	0.156	0.192	0.425
G3NXX5	G3NYX9	69293.ENSGACP00000010195	69293.ENSGACP00000010550	0	0	0	0	0.054	0.335	0.053	0.174	0.442
G3NXX5	G3QAJ2	69293.ENSGACP00000010195	69293.ENSGACP00000026908	0	0	0	0	0.123	0.303	0	0.224	0.484
G3NXX5	G3PYA1	69293.ENSGACP00000010195	69293.ENSGACP00000022591	0	0	0	0	0.060	0.334	0.199	0.133	0.507
G3NXX5	G3P3G8	69293.ENSGACP00000010195	69293.ENSGACP00000012141	0	0	0	0	0.055	0.278	0.120	0.281	0.510
G3NXX5	G3P920	69293.ENSGACP00000010195	69293.ENSGACP00000014094	0	0	0	0	0.048	0.338	0.101	0.276	0.534
G3NXX5	G3PP78	69293.ENSGACP00000010195	69293.ENSGACP00000019411	0	0	0	0	0.054	0.308	0.205	0.212	0.535
G3NXX5	G3Q289	69293.ENSGACP00000010195	69293.ENSGACP00000023988	0	0	0	0	0.054	0.703	0.190	0.334	0.828
G3NYB9	G3PM61	69293.ENSGACP00000010339	69293.ENSGACP00000018692	0	0	0	0	0.444	0	0	0.323	0.607
G3NYB9	G3PKP7	69293.ENSGACP00000010339	69293.ENSGACP00000018177	0	0	0	0	0.565	0	0	0.167	0.622
G3NYB9	G3PLE8	69293.ENSGACP00000010339	69293.ENSGACP00000018429	0	0	0	0	0.832	0.883	0.621	0.290	0.994
G3NYB9	G3PQL2	69293.ENSGACP00000010339	69293.ENSGACP00000019897	0	0	0	0	0.850	0.883	0.621	0.610	0.997
G3NYX9	G3QAJ2	69293.ENSGACP00000010550	69293.ENSGACP00000026908	0	0	0	0	0.056	0.283	0	0.226	0.430
G3NYX9	G3Q289	69293.ENSGACP00000010550	69293.ENSGACP00000023988	0	0	0	0	0.054	0.087	0.507	0.335	0.678
G3P3G8	G3P6S6	69293.ENSGACP00000012141	69293.ENSGACP00000013300	0	0	0	0	0.210	0.202	0	0.305	0.523
G3P3G8	G3Q659	69293.ENSGACP00000012141	69293.ENSGACP00000025366	0	0	0.268	0	0.312	0	0	0.149	0.533
G3P3G8	G3PHA5	69293.ENSGACP00000012141	69293.ENSGACP00000016980	0	0	0	0	0.468	0.135	0.043	0.116	0.558
G3P3G8	G3PT54	69293.ENSGACP00000012141	69293.ENSGACP00000020790	0	0	0	0	0.559	0	0	0.065	0.570
G3P3G8	G3PDV0	69293.ENSGACP00000012141	69293.ENSGACP00000015774	0	0	0	0	0.542	0	0	0.112	0.575
G3P3G8	G3PJV6	69293.ENSGACP00000012141	69293.ENSGACP00000017886	0	0	0	0	0.211	0.202	0	0.441	0.617
G3P3G8	G3PP78	69293.ENSGACP00000012141	69293.ENSGACP00000019411	0	0	0.232	0.821	0.991	0.882	0.621	0.775	0.999
G3P5V0	G3QCC3	69293.ENSGACP00000012973	69293.ENSGACP00000027539	0	0	0	0	0.056	0.350	0.175	0	0.449
G3P5V0	G3PP78	69293.ENSGACP00000012973	69293.ENSGACP00000019411	0	0	0	0	0.552	0	0	0.166	0.610
G3P5V0	G3PHA5	69293.ENSGACP00000012973	69293.ENSGACP00000016980	0.176	0	0	0	0.688	0.726	0.366	0.232	0.959
G3P5V0	G3PJ10	69293.ENSGACP00000012973	69293.ENSGACP00000017589	0	0	0	0	0.721	0.870	0.507	0.538	0.990
G3P5V0	G3PDW9	69293.ENSGACP00000012973	69293.ENSGACP00000015793	0	0	0	0	0.770	0.870	0.504	0.528	0.992
G3P5V0	G3PY18	69293.ENSGACP00000012973	69293.ENSGACP00000022507	0	0	0	0	0.770	0.870	0.507	0.540	0.992
G3P5V0	G3PDV0	69293.ENSGACP00000012973	69293.ENSGACP00000015774	0.201	0	0	0	0.962	0.892	0.621	0.760	0.999
G3P5V0	G3Q972	69293.ENSGACP00000012973	69293.ENSGACP00000026436	0.199	0	0	0	0.992	0.892	0.621	0.670	0.999
G3P5V0	G3PT54	69293.ENSGACP00000012973	69293.ENSGACP00000020790	0	0	0	0	0.992	0.892	0.621	0.077	0.999
G3P5V0	G3Q659	69293.ENSGACP00000012973	69293.ENSGACP00000025366	0.287	0	0	0	0.992	0.892	0.621	0.650	0.999
G3P5V0	G3PQX4	69293.ENSGACP00000012973	69293.ENSGACP00000020009	0	0	0	0	0.990	0.892	0.621	0.236	0.999
G3P5V0	G3PP08	69293.ENSGACP00000012973	69293.ENSGACP00000019341	0.199	0	0	0	0.992	0.892	0.621	0.284	0.999
G3P6S6	G3PP78	69293.ENSGACP00000013300	69293.ENSGACP00000019411	0	0	0	0	0.210	0.202	0	0.223	0.467
G3P6S6	G3PHA5	69293.ENSGACP00000013300	69293.ENSGACP00000016980	0	0	0	0	0.124	0	0.120	0.381	0.481
G3P6S6	G3PJV6	69293.ENSGACP00000013300	69293.ENSGACP00000017886	0	0	0.449	0.925	0.122	0.136	0.434	0.487	0.563
G3P8Y4	G3PY18	69293.ENSGACP00000014058	69293.ENSGACP00000022507	0	0	0	0	0.502	0	0	0	0.502
G3P8Y4	G3Q659	69293.ENSGACP00000014058	69293.ENSGACP00000025366	0	0	0	0	0.517	0	0	0	0.517
G3P8Y4	G3QAJ2	69293.ENSGACP00000014058	69293.ENSGACP00000026908	0	0	0	0	0.043	0.616	0	0	0.616
G3P8Y4	G3PP08	69293.ENSGACP00000014058	69293.ENSGACP00000019341	0	0	0	0	0.691	0	0	0	0.691
G3P920	G3PVG3	69293.ENSGACP00000014094	69293.ENSGACP00000021600	0	0	0	0	0.047	0	0.504	0	0.507
G3P920	G3PP78	69293.ENSGACP00000014094	69293.ENSGACP00000019411	0	0	0	0	0.050	0	0.621	0.055	0.630
G3P920	G3Q4Z0	69293.ENSGACP00000014094	69293.ENSGACP00000024944	0	0	0	0	0.044	0.245	0.370	0.315	0.646
G3P920	G3Q393	69293.ENSGACP00000014094	69293.ENSGACP00000024345	0	0	0	0	0.108	0	0.621	0.109	0.672
G3P9S4	G3PPN8	69293.ENSGACP00000014348	69293.ENSGACP00000019573	0	0	0	0	0.286	0	0	0.273	0.458
G3PDV0	G3QCC3	69293.ENSGACP00000015774	69293.ENSGACP00000027539	0	0	0	0	0.105	0.327	0.175	0	0.459
G3PDV0	G3PLE8	69293.ENSGACP00000015774	69293.ENSGACP00000018429	0	0	0	0	0.762	0.096	0	0.117	0.793
G3PDV0	G3PP78	69293.ENSGACP00000015774	69293.ENSGACP00000019411	0	0	0	0	0.812	0	0	0.112	0.825
G3PDV0	G3PHA5	69293.ENSGACP00000015774	69293.ENSGACP00000016980	0.103	0	0	0	0.770	0.726	0.366	0.279	0.969
G3PDV0	G3PJ10	69293.ENSGACP00000015774	69293.ENSGACP00000017589	0	0	0	0	0.702	0.861	0.506	0.538	0.989
G3PDV0	G3PDW9	69293.ENSGACP00000015774	69293.ENSGACP00000015793	0	0	0	0	0.766	0.867	0.506	0.528	0.991
G3PDV0	G3PY18	69293.ENSGACP00000015774	69293.ENSGACP00000022507	0	0	0	0	0.770	0.870	0.505	0.644	0.994
G3PDV0	G3PQX4	69293.ENSGACP00000015774	69293.ENSGACP00000020009	0	0	0	0	0.962	0.892	0.621	0.204	0.998
G3PDV0	G3Q972	69293.ENSGACP00000015774	69293.ENSGACP00000026436	0.148	0	0	0	0.992	0.892	0.621	0.665	0.999
G3PDV0	G3PT54	69293.ENSGACP00000015774	69293.ENSGACP00000020790	0	0	0	0	0.992	0.885	0.621	0.725	0.999
G3PDV0	G3Q659	69293.ENSGACP00000015774	69293.ENSGACP00000025366	0.201	0	0	0	0.962	0.892	0.621	0.603	0.999
G3PDV0	G3PP08	69293.ENSGACP00000015774	69293.ENSGACP00000019341	0.148	0	0	0	0.992	0.892	0.621	0.440	0.999
G3PDW9	G3PHA5	69293.ENSGACP00000015793	69293.ENSGACP00000016980	0	0	0	0	0.211	0.694	0.264	0.063	0.811
G3PDW9	G3PJ10	69293.ENSGACP00000015793	69293.ENSGACP00000017589	0	0	0	0	0.604	0.726	0.368	0.441	0.956
G3PDW9	G3PY18	69293.ENSGACP00000015793	69293.ENSGACP00000022507	0	0	0	0	0.666	0.726	0.376	0.395	0.960
G3PDW9	G3PT54	69293.ENSGACP00000015793	69293.ENSGACP00000020790	0	0	0	0	0.770	0.837	0.495	0.125	0.981
G3PDW9	G3Q972	69293.ENSGACP00000015793	69293.ENSGACP00000026436	0	0	0	0	0.770	0.870	0.507	0.231	0.987
G3PDW9	G3Q659	69293.ENSGACP00000015793	69293.ENSGACP00000025366	0	0	0	0	0.770	0.870	0.379	0.498	0.989
G3PDW9	G3PP08	69293.ENSGACP00000015793	69293.ENSGACP00000019341	0	0	0	0	0.770	0.870	0.474	0.539	0.991
G3PDW9	G3PQX4	69293.ENSGACP00000015793	69293.ENSGACP00000020009	0	0	0	0	0.770	0.870	0.437	0.541	0.991
G3PHA5	G3PJV6	69293.ENSGACP00000016980	69293.ENSGACP00000017886	0	0	0	0	0.221	0	0.305	0.278	0.574
G3PHA5	G3PP78	69293.ENSGACP00000016980	69293.ENSGACP00000019411	0	0	0	0	0.553	0.136	0.043	0.167	0.650
G3PHA5	G3PLE8	69293.ENSGACP00000016980	69293.ENSGACP00000018429	0	0	0	0	0.622	0	0	0.313	0.729
G3PHA5	G3PJ10	69293.ENSGACP00000016980	69293.ENSGACP00000017589	0	0	0	0	0.211	0.691	0.315	0.067	0.823
G3PHA5	G3PY18	69293.ENSGACP00000016980	69293.ENSGACP00000022507	0	0	0	0	0.598	0.692	0.315	0.231	0.926
G3PHA5	G3PQX4	69293.ENSGACP00000016980	69293.ENSGACP00000020009	0	0	0	0	0.760	0.709	0.377	0	0.952
G3PHA5	G3PT54	69293.ENSGACP00000016980	69293.ENSGACP00000020790	0	0	0	0	0.767	0.724	0.366	0.087	0.957
G3PHA5	G3PP08	69293.ENSGACP00000016980	69293.ENSGACP00000019341	0.078	0	0	0	0.763	0.726	0.366	0.054	0.957
G3PHA5	G3Q972	69293.ENSGACP00000016980	69293.ENSGACP00000026436	0.093	0	0	0	0.765	0.726	0.366	0.135	0.962
G3PHA5	G3Q659	69293.ENSGACP00000016980	69293.ENSGACP00000025366	0.176	0	0.201	0	0.684	0.726	0.366	0.232	0.965
G3PJ10	G3PY18	69293.ENSGACP00000017589	69293.ENSGACP00000022507	0	0	0	0	0.668	0.726	0.366	0.446	0.963
G3PJ10	G3PT54	69293.ENSGACP00000017589	69293.ENSGACP00000020790	0	0	0	0	0.692	0.869	0.508	0.147	0.980
G3PJ10	G3Q659	69293.ENSGACP00000017589	69293.ENSGACP00000025366	0	0	0	0	0.806	0.870	0.480	0.231	0.988
G3PJ10	G3PQX4	69293.ENSGACP00000017589	69293.ENSGACP00000020009	0	0	0	0	0.740	0.870	0.508	0.509	0.990
G3PJ10	G3Q972	69293.ENSGACP00000017589	69293.ENSGACP00000026436	0	0	0	0	0.759	0.870	0.505	0.507	0.991
G3PJ10	G3PP08	69293.ENSGACP00000017589	69293.ENSGACP00000019341	0	0	0	0	0.814	0.870	0.506	0.451	0.992
G3PJV6	G3Q4Z0	69293.ENSGACP00000017886	69293.ENSGACP00000024944	0	0	0	0	0.054	0.098	0.290	0.167	0.427
G3PJV6	G3PP78	69293.ENSGACP00000017886	69293.ENSGACP00000019411	0	0	0	0	0.541	0.202	0	0.229	0.692
G3PJV6	G3PLE8	69293.ENSGACP00000017886	69293.ENSGACP00000018429	0	0	0	0	0.095	0.451	0	0.439	0.696
G3PKP7	G3PLE8	69293.ENSGACP00000018177	69293.ENSGACP00000018429	0	0	0	0	0.690	0	0.248	0.283	0.818
G3PKP7	G3PM61	69293.ENSGACP00000018177	69293.ENSGACP00000018692	0	0	0	0	0.692	0.776	0.366	0.452	0.972
G3PKP7	G3PPN8	69293.ENSGACP00000018177	69293.ENSGACP00000019573	0	0	0.200	0	0.690	0.820	0.520	0.463	0.986
G3PLE8	G3PPN8	69293.ENSGACP00000018429	69293.ENSGACP00000019573	0.044	0	0	0	0.334	0.142	0.199	0.393	0.685
G3PLE8	G3PM61	69293.ENSGACP00000018429	69293.ENSGACP00000018692	0	0	0	0	0.717	0	0	0.641	0.894
G3PLE8	G3QBU5	69293.ENSGACP00000018429	69293.ENSGACP00000027361	0	0	0	0	0.691	0.129	0.365	0.577	0.918
G3PLE8	G3PQL2	69293.ENSGACP00000018429	69293.ENSGACP00000019897	0	0	0	0	0.164	0.883	0.621	0.478	0.978
G3PM61	G3PQL2	69293.ENSGACP00000018692	69293.ENSGACP00000019897	0	0	0	0	0.343	0.155	0	0.089	0.450
G3PM61	G3QBU5	69293.ENSGACP00000018692	69293.ENSGACP00000027361	0	0	0	0	0.530	0.075	0	0.125	0.586
G3PM61	G3PPN8	69293.ENSGACP00000018692	69293.ENSGACP00000019573	0.084	0	0	0	0.617	0.614	0.315	0.325	0.925
G3PP08	G3QBU5	69293.ENSGACP00000019341	69293.ENSGACP00000027361	0	0	0	0	0.209	0.299	0	0.131	0.476
G3PP08	G3PP78	69293.ENSGACP00000019341	69293.ENSGACP00000019411	0	0	0	0	0.791	0	0	0	0.791
G3PP08	G3PY18	69293.ENSGACP00000019341	69293.ENSGACP00000022507	0	0	0	0	0.810	0.870	0.452	0.542	0.992
G3PP08	G3Q972	69293.ENSGACP00000019341	69293.ENSGACP00000026436	0.105	0	0	0	0.992	0.892	0.621	0.351	0.999
G3PP08	G3PT54	69293.ENSGACP00000019341	69293.ENSGACP00000020790	0	0	0	0	0.992	0.892	0.621	0.537	0.999
G3PP08	G3Q659	69293.ENSGACP00000019341	69293.ENSGACP00000025366	0.199	0	0	0	0.992	0.892	0.604	0.316	0.999
G3PP08	G3PQX4	69293.ENSGACP00000019341	69293.ENSGACP00000020009	0	0	0	0	0.992	0.892	0.621	0.693	0.999
G3PP78	G3Q4Z0	69293.ENSGACP00000019411	69293.ENSGACP00000024944	0	0	0	0	0.054	0.132	0.365	0	0.433
G3PP78	G3Q659	69293.ENSGACP00000019411	69293.ENSGACP00000025366	0	0	0.264	0	0.320	0	0	0.149	0.536
G3PP78	G3PY18	69293.ENSGACP00000019411	69293.ENSGACP00000022507	0.067	0	0	0	0.542	0	0	0.073	0.569
G3PP78	G3Q972	69293.ENSGACP00000019411	69293.ENSGACP00000026436	0	0	0	0	0.569	0	0	0.110	0.600
G3PP78	G3PQX4	69293.ENSGACP00000019411	69293.ENSGACP00000020009	0	0	0	0	0.611	0	0	0.287	0.710
G3PP78	G3PT54	69293.ENSGACP00000019411	69293.ENSGACP00000020790	0	0	0	0	0.775	0	0	0.065	0.780
G3PPN8	G3QBU5	69293.ENSGACP00000019573	69293.ENSGACP00000027361	0	0	0	0	0.054	0	0	0.394	0.402
G3PQL2	G3Q6T4	69293.ENSGACP00000019897	69293.ENSGACP00000025594	0	0	0	0	0	0	0	0.462	0.461
G3PQX4	G3QBU5	69293.ENSGACP00000020009	69293.ENSGACP00000027361	0	0	0	0	0.181	0.412	0	0	0.497
G3PQX4	G3PY18	69293.ENSGACP00000020009	69293.ENSGACP00000022507	0	0	0	0	0.794	0.870	0.452	0.624	0.993
G3PQX4	G3Q972	69293.ENSGACP00000020009	69293.ENSGACP00000026436	0	0	0	0	0.991	0.892	0.621	0.435	0.999
G3PQX4	G3PT54	69293.ENSGACP00000020009	69293.ENSGACP00000020790	0	0	0	0	0.991	0.892	0.621	0.152	0.999
G3PQX4	G3Q659	69293.ENSGACP00000020009	69293.ENSGACP00000025366	0	0	0	0	0.991	0.892	0.621	0.656	0.999
G3PT54	G3QBU5	69293.ENSGACP00000020790	69293.ENSGACP00000027361	0	0	0	0	0.212	0	0	0.397	0.504
G3PT54	G3PY18	69293.ENSGACP00000020790	69293.ENSGACP00000022507	0	0	0	0	0.810	0.818	0.452	0.166	0.982
G3PT54	G3Q972	69293.ENSGACP00000020790	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.122	0.999
G3PT54	G3Q659	69293.ENSGACP00000020790	69293.ENSGACP00000025366	0	0	0	0	0.991	0.892	0.621	0.341	0.999
G3PVK4	G3Q3X8	69293.ENSGACP00000021643	69293.ENSGACP00000024582	0	0	0	0.978	0	0	0.536	0.645	0.542
G3PY18	G3Q659	69293.ENSGACP00000022507	69293.ENSGACP00000025366	0	0	0	0	0.773	0.870	0.423	0.284	0.986
G3PY18	G3Q972	69293.ENSGACP00000022507	69293.ENSGACP00000026436	0	0	0	0	0.770	0.870	0.507	0.642	0.994
G3PYU1	G3Q2Y3	69293.ENSGACP00000022781	69293.ENSGACP00000024232	0	0	0	0	0.050	0	0.519	0.067	0.536
G3PYU1	G3Q393	69293.ENSGACP00000022781	69293.ENSGACP00000024345	0	0	0	0	0.050	0	0.621	0.042	0.624
G3Q2Y3	G3Q393	69293.ENSGACP00000024232	69293.ENSGACP00000024345	0	0	0	0	0.054	0	0.519	0.045	0.527
G3Q659	G3QCC3	69293.ENSGACP00000025366	69293.ENSGACP00000027539	0	0	0	0	0.051	0.320	0.152	0.068	0.421
G3Q659	G3QBU5	69293.ENSGACP00000025366	69293.ENSGACP00000027361	0	0	0	0	0.181	0.333	0	0	0.430
G3Q659	G3Q972	69293.ENSGACP00000025366	69293.ENSGACP00000026436	0.199	0	0	0	0.992	0.892	0.621	0.666	0.999
G3Q972	G3QCC3	69293.ENSGACP00000026436	69293.ENSGACP00000027539	0	0	0	0	0.071	0.312	0.175	0.042	0.427
G3QBL0	G3QCC3	69293.ENSGACP00000027276	69293.ENSGACP00000027539	0	0	0	0	0.147	0.324	0.129	0.127	0.502
